Product_Name,Brand_Name,Price_,Rating_,Number_of_Buyers,Total_Sold,Available_Stock,Main_Category,Sub_Category,Discount_,Seller,Return_Policy
modi llc nesciunt lite washing machines 15,modi llc,32695.4,3.4,3824,9001,1777,appliances,washing machines,41,supercomnet,False
karnik-chacko quisquam ultra headphones 14,karnik-chacko quisquam,43477.3,4.2,4925,1009,248,electronics,headphones,66,electroworld,False
sastry llc voluptatum pro decor 2,sastry llc,49209.18,4.6,8359,1945,811,home,decor,30,supercomnet,False
"sen, warrior and dixit officia pro decor 3","sen, warrior",19612.79,4.5,2566,3321,63,home,decor,19,flipkart assured,False
"varghese, mallick and kibe consequuntur pro smartphones 9","varghese, mallick",77952.29,5.0,7654,8100,1920,electronics,smartphones,0,flipkart assured,False
setty inc sunt pro shoes 1,setty inc,16695.2,3.8,3109,9067,618,fashion,shoes,62,supercomnet,False
jha and sons dolor pro headphones 8,jha and,5261.94,4.4,9570,2414,449,electronics,headphones,37,cloudtail india,False
dutta-bedi at lite lighting 5,dutta-bedi at,49367.29,4.5,1708,2433,1001,home,lighting,0,supercomnet,False
"raghavan, kapoor and bhardwaj vel pro refrigerators 5","raghavan, kapoor",76768.45,3.6,3670,7402,634,appliances,refrigerators,25,cloudtail india,False
vig-dhillon debitis ultra dresses 1,vig-dhillon debitis,30544.65,4.9,7750,1806,470,fashion,dresses,5,mobilehub,False
"handa, savant and tata commodi lite dresses 1","handa, savant",19271.66,4.4,252,9952,1770,fashion,dresses,25,supercomnet,False
"buch, subramanian and dhillon repellendus ultra dresses 2","buch, subramanian",22644.47,4.4,7936,3799,1250,fashion,dresses,57,supercomnet,False
din plc placeat plus smartwatches 13,din plc,8533.21,4.8,4220,201,87,electronics,smartwatches,46,mobilehub,False
anand-saraf est lite acs 9,anand-saraf est,23598.71,3.7,1089,663,319,appliances,acs,0,retailnet,False
"chanda, madan and pillay quo plus headphones 6","chanda, madan",31231.52,4.8,5639,3725,1372,electronics,headphones,58,flipkart assured,False
more-kalla soluta plus laptops 4,more-kalla soluta,186870.29,4.7,9049,284,82,electronics,laptops,0,flipkart assured,False
"grover, gaba and singhal illum pro acs 1","grover, gaba",16708.06,3.1,3833,2606,472,appliances,acs,34,mobilehub,False
"mital, bahri and palla ea lite laptops 12","mital, bahri",182779.57,3.8,4974,8464,289,electronics,laptops,45,cloudtail india,False
trivedi inc sit ultra decor 14,trivedi inc,9300.68,4.9,2514,7104,130,home,decor,58,electroworld,False
lanka inc laborum lite smartwatches 10,lanka inc,36247.86,3.8,8261,3506,388,electronics,smartwatches,0,supercomnet,False
"dhar, raval and dalal voluptatum lite headphones 13","dhar, raval",9892.19,4.6,6566,3100,1059,electronics,headphones,12,cloudtail india,False
"manda, shankar and hora a lite smartphones 15","manda, shankar",52134.78,3.2,9537,5119,719,electronics,smartphones,0,retailnet,False
"bhardwaj, menon and malhotra ipsa lite washing machines 15","bhardwaj, menon",29935.02,3.5,780,9464,118,appliances,washing machines,23,retailnet,False
"bhavsar, vaidya and dewan in pro microwaves 11","bhavsar, vaidya",28150.02,4.9,1554,7957,2423,appliances,microwaves,0,retailnet,False
raval plc officia pro t-shirts 13,raval plc,728.4,4.7,8703,6201,2675,fashion,t-shirts,27,supercomnet,False
sarin llc dicta plus washing machines 4,sarin llc,15637.12,3.9,3146,9344,3674,appliances,washing machines,16,fashionplus,False
chahal-wason itaque pro t-shirts 7,chahal-wason itaque,1397.25,3.3,589,6954,221,fashion,t-shirts,7,electroworld,False
"kalla, sheth and agate perferendis pro headphones 4","kalla, sheth",6263.15,4.2,9662,1904,814,electronics,headphones,0,homecare solutions,False
rattan llc omnis pro refrigerators 14,rattan llc,78712.16,3.6,8271,9794,1237,appliances,refrigerators,0,flipkart assured,False
sagar ltd dicta lite laptops 14,sagar ltd,147197.39,3.5,5606,8906,3145,electronics,laptops,12,flipkart assured,False
chandran group dolore pro laptops 11,chandran group,46385.77,3.1,6817,3564,1404,electronics,laptops,50,mobilehub,False
"dalal, muni and lalla dicta pro headphones 11","dalal, muni",40350.61,3.2,9479,109,21,electronics,headphones,67,homecare solutions,False
vohra-varghese provident lite headphones 9,vohra-varghese provident,17027.4,3.7,9732,8115,151,electronics,headphones,26,homecare solutions,False
balan-dixit voluptatum ultra furniture 2,balan-dixit voluptatum,34532.56,3.8,7353,185,69,home,furniture,41,homecare solutions,False
"buch, kaul and chandran facere lite t-shirts 11","buch, kaul",812.72,4.1,691,5373,55,fashion,t-shirts,55,homecare solutions,False
sandhu-babu impedit lite acs 6,sandhu-babu impedit,31796.51,3.6,3972,2587,1293,appliances,acs,0,electroworld,False
madan llc ex pro refrigerators 9,madan llc,51934.5,4.1,2241,580,103,appliances,refrigerators,55,homecare solutions,False
seshadri ltd quisquam lite jeans 6,seshadri ltd,12879.44,3.2,7550,6580,835,fashion,jeans,5,electroworld,False
"kalla, kari and savant quisquam ultra kitchenware 5","kalla, kari",41631.58,3.7,3855,8618,3289,home,kitchenware,35,fashionplus,False
"rattan, dass and buch nostrum pro lighting 4","rattan, dass",36636.79,3.4,8834,8735,25,home,lighting,67,mobilehub,False
"kara, oommen and rastogi a ultra microwaves 12","kara, oommen",26865.24,4.2,7788,760,291,appliances,microwaves,10,cloudtail india,False
jaggi inc asperiores plus headphones 5,jaggi inc,44850.13,4.5,8847,9039,2025,electronics,headphones,52,flipkart assured,False
hari llc expedita plus lighting 9,hari llc,41615.48,4.7,8591,5226,923,home,lighting,0,mobilehub,False
sibal-anne culpa ultra lighting 9,sibal-anne culpa,31715.08,3.6,1626,1373,591,home,lighting,56,homecare solutions,False
kannan ltd nostrum lite smartphones 2,kannan ltd,61325.34,3.7,8237,8337,3563,electronics,smartphones,51,cloudtail india,False
"buch, sami and arora quibusdam lite jeans 8","buch, sami",49066.89,3.1,182,1511,463,fashion,jeans,67,flipkart assured,False
"dubey, sekhon and jani molestias lite furniture 14","dubey, sekhon",1967.78,4.4,279,3108,978,home,furniture,8,supercomnet,False
dhillon-hora quo ultra washing machines 6,dhillon-hora quo,23312.78,4.7,345,5469,2153,appliances,washing machines,41,supercomnet,False
"yadav, choudhary and parmer pariatur plus laptops 6","yadav, choudhary",62370.7,4.9,4747,5656,2418,electronics,laptops,64,retailnet,False
mandal-sahota eaque ultra refrigerators 4,mandal-sahota eaque,14459.68,3.1,4170,503,174,appliances,refrigerators,40,flipkart assured,False
dash-chokshi quam pro jeans 11,dash-chokshi quam,8261.08,3.3,6951,6793,1908,fashion,jeans,0,flipkart assured,False
"sridhar, dhar and pingle earum plus jeans 6","sridhar, dhar",12849.06,4.8,8184,1448,232,fashion,jeans,16,flipkart assured,False
rai-garde saepe lite washing machines 3,rai-garde saepe,31696.0,5.0,9267,7865,2897,appliances,washing machines,29,homecare solutions,False
kaul plc quasi pro t-shirts 4,kaul plc,354.93,3.1,8294,2886,704,fashion,t-shirts,0,electroworld,False
mani-mannan aut ultra jeans 3,mani-mannan aut,2901.81,4.1,9741,2269,473,fashion,jeans,0,cloudtail india,False
"pandya, kanda and de excepturi plus decor 8","pandya, kanda",11940.77,3.9,4132,4140,1757,home,decor,0,supercomnet,False
"bhat, varghese and wagle magni plus t-shirts 10","bhat, varghese",300.99,3.3,8248,5634,2689,fashion,t-shirts,0,electroworld,False
mukherjee-pant distinctio ultra lighting 1,mukherjee-pant distinctio,9121.8,3.2,5164,9357,2098,home,lighting,13,supercomnet,False
sunder-banerjee mollitia plus decor 8,sunder-banerjee mollitia,39692.35,3.2,2200,9108,2671,home,decor,0,retailnet,False
sachar-ramanathan nulla pro t-shirts 2,sachar-ramanathan nulla,1039.7,5.0,3839,2373,746,fashion,t-shirts,10,electroworld,False
"mahal, rai and pal praesentium pro smartwatches 14","mahal, rai",7981.96,3.5,3195,5327,1496,electronics,smartwatches,9,retailnet,False
sankaran ltd porro pro kitchenware 7,sankaran ltd,35088.31,3.7,2683,6688,473,home,kitchenware,0,fashionplus,False
wadhwa-madan eius lite microwaves 1,wadhwa-madan eius,25892.1,4.5,1772,4428,908,appliances,microwaves,0,electroworld,False
ratti llc ipsa lite washing machines 3,ratti llc,48619.89,3.0,7254,3926,1468,appliances,washing machines,69,electroworld,False
peri group animi pro dresses 9,peri group,23192.39,3.7,3280,8563,877,fashion,dresses,30,electroworld,False
"kibe, ganesan and sura itaque pro kitchenware 9","kibe, ganesan",45432.75,3.5,526,6315,1552,home,kitchenware,61,fashionplus,False
kade-deol impedit lite t-shirts 15,kade-deol impedit,1316.38,3.4,2475,5030,402,fashion,t-shirts,0,flipkart assured,False
raval and sons eligendi plus microwaves 13,raval and,33421.92,4.9,8958,2805,1100,appliances,microwaves,23,cloudtail india,False
chand group deserunt ultra acs 2,chand group,5976.03,4.2,7152,728,183,appliances,acs,36,flipkart assured,False
goyal ltd quaerat lite acs 4,goyal ltd,26890.3,4.1,1548,1737,12,appliances,acs,0,mobilehub,False
boase-atwal aliquid pro kitchenware 6,boase-atwal aliquid,34834.42,4.9,7317,1526,583,home,kitchenware,0,mobilehub,False
kanda plc sequi pro microwaves 9,kanda plc,45091.58,3.2,6498,8985,2273,appliances,microwaves,70,fashionplus,False
khalsa and sons ipsa ultra headphones 4,khalsa and,15027.41,3.9,9251,9531,3818,electronics,headphones,24,flipkart assured,False
sinha-pradhan laboriosam ultra t-shirts 11,sinha-pradhan laboriosam,1957.61,4.6,7806,7525,359,fashion,t-shirts,0,supercomnet,False
"khurana, goda and mani recusandae lite decor 10","khurana, goda",6973.28,4.0,5327,380,106,home,decor,15,cloudtail india,False
"edwin, bala and baral autem pro laptops 12","edwin, bala",85171.58,3.9,8874,6734,3271,electronics,laptops,0,retailnet,False
"kala, patla and samra libero plus dresses 15","kala, patla",46151.76,3.1,4817,5396,1139,fashion,dresses,29,homecare solutions,False
de-kala nihil lite shoes 4,de-kala nihil,36232.79,4.2,8055,742,140,fashion,shoes,6,mobilehub,False
buch llc nisi ultra smartphones 8,buch llc,33467.21,4.4,9051,3952,280,electronics,smartphones,60,retailnet,False
swaminathan llc quis plus acs 12,swaminathan llc,3085.82,4.8,929,8756,2264,appliances,acs,0,fashionplus,False
warrior group voluptates plus jeans 8,warrior group,7191.23,4.8,7955,4155,489,fashion,jeans,22,mobilehub,False
viswanathan-mitra sint pro t-shirts 13,viswanathan-mitra sint,610.69,3.6,4821,7102,449,fashion,t-shirts,15,supercomnet,False
choudhury plc animi pro lighting 12,choudhury plc,43899.54,5.0,9218,6936,754,home,lighting,66,retailnet,False
kapur-chakrabarti id ultra t-shirts 8,kapur-chakrabarti id,1906.92,3.5,5327,8085,120,fashion,t-shirts,15,cloudtail india,False
"mital, mittal and gill eum pro kitchenware 8","mital, mittal",18699.78,3.5,3228,2823,598,home,kitchenware,18,retailnet,False
"butala, hayre and basak minima ultra laptops 5","butala, hayre",163019.15,4.7,587,9232,152,electronics,laptops,65,retailnet,False
"bains, baria and varma delectus ultra refrigerators 2","bains, baria",21395.76,4.0,7370,6365,1339,appliances,refrigerators,52,fashionplus,False
nori-badal nam plus headphones 11,nori-badal nam,9910.35,4.6,5911,9579,540,electronics,headphones,60,fashionplus,False
seth plc vitae ultra headphones 14,seth plc,4262.52,4.8,6865,5793,111,electronics,headphones,0,mobilehub,False
basak-chahal veniam ultra smartphones 2,basak-chahal veniam,43247.69,5.0,8154,4931,142,electronics,smartphones,0,mobilehub,False
memon inc labore plus refrigerators 15,memon inc,49851.64,4.3,1314,5234,2600,appliances,refrigerators,0,flipkart assured,False
samra-shukla qui pro microwaves 4,samra-shukla qui,24125.12,3.8,5477,9927,1948,appliances,microwaves,0,cloudtail india,False
"savant, bali and deo voluptates lite decor 6","savant, bali",684.78,4.2,4408,4207,771,home,decor,10,retailnet,False
srinivas-prashad dolore ultra furniture 10,srinivas-prashad dolore,22169.6,4.7,586,1209,131,home,furniture,49,supercomnet,False
"seshadri, mohan and golla assumenda plus acs 6","seshadri, mohan",35874.19,3.5,7316,9046,2764,appliances,acs,27,homecare solutions,False
arya-gara dolore ultra dresses 11,arya-gara dolore,9107.74,4.1,464,9311,1995,fashion,dresses,10,electroworld,False
char plc laudantium pro decor 3,char plc,7238.14,4.7,1631,5025,2099,home,decor,42,homecare solutions,False
"bedi, prabhu and sunder vel lite kitchenware 15","bedi, prabhu",7998.98,4.4,3923,1463,167,home,kitchenware,52,flipkart assured,False
rajagopal-parmer harum pro washing machines 1,rajagopal-parmer harum,32565.07,3.2,1395,7134,1438,appliances,washing machines,51,fashionplus,False
hayer ltd mollitia plus decor 4,hayer ltd,23453.7,3.1,9488,3297,1230,home,decor,0,mobilehub,False
chokshi inc consequatur pro washing machines 13,chokshi inc,25818.55,3.3,6783,8144,2047,appliances,washing machines,0,electroworld,False
"vora, rao and rai veniam ultra t-shirts 1","vora, rao",1193.1,4.0,6933,6297,759,fashion,t-shirts,26,supercomnet,False
dugal llc aliquam pro washing machines 1,dugal llc,45929.75,3.6,4698,3524,1176,appliances,washing machines,64,mobilehub,False
sangha-sehgal laudantium pro furniture 14,sangha-sehgal laudantium,38094.79,3.1,8502,9495,2168,home,furniture,26,retailnet,False
"gopal, gola and baria autem pro lighting 14","gopal, gola",44186.02,3.9,7511,3452,116,home,lighting,0,electroworld,False
deshpande llc molestiae ultra smartwatches 10,deshpande llc,44691.21,3.8,564,3574,1162,electronics,smartwatches,0,flipkart assured,False
dyal inc quidem plus lighting 9,dyal inc,39566.68,3.6,2795,6602,1658,home,lighting,0,supercomnet,False
raghavan inc praesentium lite decor 10,raghavan inc,18865.72,3.2,8073,8898,820,home,decor,23,mobilehub,False
kurian-parmar sit ultra dresses 8,kurian-parmar sit,34093.12,4.2,7614,8647,2443,fashion,dresses,38,retailnet,False
kari-seshadri corrupti pro kitchenware 15,kari-seshadri corrupti,2169.37,4.8,9664,911,11,home,kitchenware,52,homecare solutions,False
"kata, srinivas and natarajan dignissimos pro washing machines 14","kata, srinivas",49651.35,3.3,5586,5993,2645,appliances,washing machines,17,fashionplus,False
narain-dash tempore pro refrigerators 1,narain-dash tempore,68701.79,4.8,7617,9836,3908,appliances,refrigerators,70,homecare solutions,False
korpal llc totam ultra smartwatches 6,korpal llc,24464.99,3.5,9306,5070,156,electronics,smartwatches,0,retailnet,False
kota plc nisi ultra washing machines 5,kota plc,7980.16,4.5,1514,5385,873,appliances,washing machines,0,cloudtail india,False
"sen, deep and bhatnagar est lite smartphones 5","sen, deep",80543.05,4.8,4897,2391,95,electronics,smartphones,70,cloudtail india,False
"chaudhari, issac and singhal facere lite jeans 15","chaudhari, issac",16351.72,4.9,374,3602,180,fashion,jeans,0,flipkart assured,False
pai-som ipsam lite smartwatches 4,pai-som ipsam,35469.35,3.2,170,9479,4167,electronics,smartwatches,55,retailnet,False
kanda-dada praesentium ultra smartwatches 3,kanda-dada praesentium,43686.73,3.2,8783,1583,61,electronics,smartwatches,29,retailnet,False
"seshadri, shukla and peri dolorum pro laptops 7","seshadri, shukla",24263.8,3.3,6538,8593,2461,electronics,laptops,38,electroworld,False
"seth, buch and rajan blanditiis ultra jeans 11","seth, buch",26929.53,3.0,6730,6851,3109,fashion,jeans,56,mobilehub,False
kalita-karnik reprehenderit ultra headphones 4,kalita-karnik reprehenderit,29885.46,3.2,872,984,302,electronics,headphones,6,mobilehub,False
"walia, pingle and zachariah fugiat ultra refrigerators 8","walia, pingle",70129.2,3.7,327,1465,276,appliances,refrigerators,0,cloudtail india,False
"baral, trivedi and kapoor at ultra refrigerators 7","baral, trivedi",71157.05,4.8,7346,493,155,appliances,refrigerators,56,homecare solutions,False
murty-dua error ultra smartphones 6,murty-dua error,58398.93,4.5,1644,5811,1531,electronics,smartphones,0,retailnet,False
"keer, nagy and cheema veniam lite acs 9","keer, nagy",28972.33,3.9,1950,6772,2304,appliances,acs,8,retailnet,False
bakshi ltd cum lite shoes 4,bakshi ltd,18146.92,4.0,737,2538,800,fashion,shoes,0,homecare solutions,False
bhat and sons distinctio plus shoes 8,bhat and,2189.48,4.8,3058,6323,1917,fashion,shoes,51,supercomnet,False
"dutta, dua and date voluptate plus acs 13","dutta, dua",8634.25,4.6,1555,8269,333,appliances,acs,68,supercomnet,False
de group iusto ultra washing machines 3,de group,38551.35,4.0,6943,926,285,appliances,washing machines,18,supercomnet,False
rattan and sons quae plus smartphones 14,rattan and,114940.59,3.9,9839,4604,1374,electronics,smartphones,0,supercomnet,False
nagarajan group excepturi ultra jeans 7,nagarajan group,48948.6,3.0,305,6254,2982,fashion,jeans,0,fashionplus,False
chhabra and sons sed ultra jeans 13,chhabra and,14661.86,3.4,3864,9765,4569,fashion,jeans,0,fashionplus,False
"singhal, peri and palan exercitationem lite refrigerators 12","singhal, peri",40064.2,3.8,9779,4977,617,appliances,refrigerators,35,retailnet,False
nagi-seth exercitationem ultra furniture 9,nagi-seth exercitationem,14996.27,4.7,9820,8066,2205,home,furniture,0,flipkart assured,False
seth llc quae ultra refrigerators 10,seth llc,17329.62,4.9,2579,1274,404,appliances,refrigerators,47,homecare solutions,False
"joshi, venkatesh and chandra iure pro smartphones 5","joshi, venkatesh",45162.11,3.1,4023,5255,153,electronics,smartphones,0,supercomnet,False
nagarajan group placeat ultra washing machines 6,nagarajan group,45095.51,4.0,7675,8764,1722,appliances,washing machines,48,homecare solutions,False
"khatri, mandal and pillai ipsa ultra refrigerators 3","khatri, mandal",57264.97,3.6,6200,5378,50,appliances,refrigerators,34,fashionplus,False
"patla, nagarajan and raval illo plus shoes 6","patla, nagarajan",42202.66,3.7,1347,6509,2036,fashion,shoes,56,mobilehub,False
sen llc ex ultra washing machines 7,sen llc,41648.43,3.3,7646,809,14,appliances,washing machines,0,flipkart assured,False
"chanda, swamy and toor dolores plus lighting 5","chanda, swamy",35566.59,4.7,6665,4749,598,home,lighting,47,mobilehub,False
bora-biswas corrupti ultra laptops 2,bora-biswas corrupti,149686.53,3.4,8355,9923,4653,electronics,laptops,31,retailnet,False
soman-wagle id lite jeans 8,soman-wagle id,10989.9,4.5,7383,1078,459,fashion,jeans,5,homecare solutions,False
sunder-patla consequuntur plus t-shirts 2,sunder-patla consequuntur,502.26,4.6,1525,1639,296,fashion,t-shirts,64,flipkart assured,False
sharma plc quisquam lite refrigerators 2,sharma plc,25420.0,4.8,678,4774,808,appliances,refrigerators,15,fashionplus,False
wagle-sarkar adipisci plus shoes 5,wagle-sarkar adipisci,20861.35,3.7,516,7358,612,fashion,shoes,30,fashionplus,False
"bora, venkatesh and sathe autem ultra t-shirts 15","bora, venkatesh",604.73,4.0,7204,5974,1457,fashion,t-shirts,0,retailnet,False
sahota and sons omnis plus kitchenware 7,sahota and,23777.66,3.9,9063,1283,480,home,kitchenware,67,homecare solutions,False
"sood, narain and buch deserunt ultra t-shirts 9","sood, narain",1520.38,5.0,5634,4220,177,fashion,t-shirts,21,retailnet,False
"goel, sama and bedi fugit lite dresses 7","goel, sama",5723.74,4.5,7835,3962,1651,fashion,dresses,68,mobilehub,False
merchant plc vero pro smartwatches 2,merchant plc,26694.04,3.6,5245,7770,3564,electronics,smartwatches,9,retailnet,False
soni llc dolorum lite furniture 13,soni llc,37816.82,3.5,6963,4994,43,home,furniture,0,fashionplus,False
"shankar, bava and soman distinctio plus washing machines 6","shankar, bava",10614.87,4.5,2652,4866,688,appliances,washing machines,31,flipkart assured,False
prabhu-chahal consequuntur lite furniture 14,prabhu-chahal consequuntur,2537.96,3.8,4876,6498,1868,home,furniture,18,retailnet,False
patel-chandran nobis ultra washing machines 11,patel-chandran nobis,42412.57,3.9,9772,6531,2804,appliances,washing machines,46,flipkart assured,False
dhar-balay nulla ultra microwaves 4,dhar-balay nulla,22492.77,4.1,3592,7766,3484,appliances,microwaves,69,mobilehub,False
"kadakia, wali and borah alias ultra lighting 14","kadakia, wali",49118.25,4.6,5809,281,51,home,lighting,24,fashionplus,False
"sawhney, nath and puri enim plus kitchenware 11","sawhney, nath",45330.42,4.6,4941,3955,1525,home,kitchenware,0,electroworld,False
"char, dugal and mane quasi pro smartphones 13","char, dugal",95237.76,3.8,8351,4784,431,electronics,smartphones,0,homecare solutions,False
gera-wason incidunt plus shoes 7,gera-wason incidunt,15825.07,4.7,2948,3657,1606,fashion,shoes,20,flipkart assured,False
chad ltd fugit lite smartphones 8,chad ltd,20070.35,3.7,6359,5569,2777,electronics,smartphones,47,fashionplus,False
"bhatia, sinha and prabhakar maiores ultra jeans 14","bhatia, sinha",26877.99,4.4,1159,770,66,fashion,jeans,9,supercomnet,False
comar llc hic pro decor 12,comar llc,27833.95,3.0,4553,2611,602,home,decor,0,cloudtail india,False
kata ltd et plus dresses 6,kata ltd,46435.71,4.4,2179,7664,1893,fashion,dresses,33,mobilehub,False
khare-deol nisi lite refrigerators 8,khare-deol nisi,63096.28,3.3,5499,1562,52,appliances,refrigerators,0,cloudtail india,False
dua-saini iusto plus jeans 2,dua-saini iusto,1496.97,4.8,9445,5102,2185,fashion,jeans,29,mobilehub,False
dey llc impedit ultra shoes 2,dey llc,23866.44,4.6,5217,9403,4312,fashion,shoes,11,cloudtail india,False
"puri, murthy and sengupta saepe lite t-shirts 6","puri, murthy",1481.74,3.7,7162,6100,213,fashion,t-shirts,33,electroworld,False
subramaniam plc unde lite shoes 15,subramaniam plc,47325.67,3.4,2335,8242,3330,fashion,shoes,40,fashionplus,False
acharya-bhagat sed plus jeans 10,acharya-bhagat sed,23523.0,3.1,7714,8031,1546,fashion,jeans,0,electroworld,False
"sule, vohra and pandey beatae ultra acs 12","sule, vohra",39599.33,4.0,6401,2985,1421,appliances,acs,0,mobilehub,False
agarwal-aggarwal eaque lite dresses 4,agarwal-aggarwal eaque,24582.69,3.7,5218,2296,775,fashion,dresses,44,flipkart assured,False
zacharia and sons eaque pro decor 13,zacharia and,40952.83,4.7,188,8770,1820,home,decor,57,retailnet,False
andra-bakshi error ultra smartwatches 10,andra-bakshi error,35724.55,3.4,4570,3005,206,electronics,smartwatches,49,retailnet,False
"guha, toor and chakrabarti consequatur plus shoes 11","guha, toor",40981.19,3.3,4771,8026,3536,fashion,shoes,0,cloudtail india,False
badal-das dolorum ultra shoes 5,badal-das dolorum,23901.98,3.4,8918,9308,4160,fashion,shoes,65,homecare solutions,False
"mutti, swamy and raju natus ultra shoes 13","mutti, swamy",7324.96,4.9,9157,5435,1508,fashion,shoes,19,homecare solutions,False
cheema-gole deleniti plus refrigerators 9,cheema-gole deleniti,76252.51,4.4,5067,1705,768,appliances,refrigerators,63,supercomnet,False
devan llc explicabo pro acs 5,devan llc,19712.23,3.2,6794,6738,2913,appliances,acs,0,fashionplus,False
"thaker, ramakrishnan and sanghvi sequi ultra kitchenware 1","thaker, ramakrishnan",3478.16,4.3,8573,5934,616,home,kitchenware,20,electroworld,False
"dewan, mutti and kala perspiciatis pro furniture 15","dewan, mutti",21136.96,3.9,2890,4995,1777,home,furniture,33,supercomnet,False
"barman, golla and prakash ullam lite t-shirts 1","barman, golla",1023.77,4.8,1649,446,177,fashion,t-shirts,55,fashionplus,False
wagle plc perferendis lite washing machines 11,wagle plc,23351.63,4.3,9227,5819,82,appliances,washing machines,20,supercomnet,False
purohit-kant commodi plus microwaves 2,purohit-kant commodi,40322.03,3.5,3153,6515,1022,appliances,microwaves,22,supercomnet,False
mutti-sood accusantium pro kitchenware 10,mutti-sood accusantium,29949.05,3.2,2841,4985,471,home,kitchenware,17,supercomnet,False
"mitra, sehgal and chaudhuri ea pro jeans 11","mitra, sehgal",21187.8,3.7,6500,9735,3897,fashion,jeans,60,homecare solutions,False
bhat-bawa cumque ultra washing machines 15,bhat-bawa cumque,27227.1,3.4,5274,9969,2661,appliances,washing machines,32,retailnet,False
"agarwal, kothari and agarwal modi lite headphones 4","agarwal, kothari",7841.59,4.1,6327,8161,2200,electronics,headphones,63,homecare solutions,False
"khurana, loyal and nagar assumenda plus laptops 15","khurana, loyal",189928.97,3.8,8290,2186,749,electronics,laptops,62,supercomnet,False
chaudhary-thakkar explicabo ultra acs 11,chaudhary-thakkar explicabo,30291.12,4.2,2400,436,18,appliances,acs,19,cloudtail india,False
patel llc facere plus decor 15,patel llc,44557.45,4.1,9866,7168,2174,home,decor,0,flipkart assured,False
kapur ltd ex plus dresses 5,kapur ltd,44905.56,3.3,5803,4565,1490,fashion,dresses,13,homecare solutions,False
de ltd blanditiis ultra decor 5,de ltd,42908.25,4.3,2243,6614,375,home,decor,0,homecare solutions,False
warrior plc optio lite kitchenware 8,warrior plc,15632.79,4.1,4749,2408,603,home,kitchenware,7,retailnet,False
lanka-narasimhan reprehenderit lite kitchenware 8,lanka-narasimhan reprehenderit,2000.2,3.3,8892,9532,4265,home,kitchenware,31,retailnet,False
"ravi, tata and grewal consectetur lite furniture 5","ravi, tata",49151.01,4.5,4043,1043,487,home,furniture,31,fashionplus,False
"rege, baria and shankar sunt lite headphones 15","rege, baria",26174.27,3.8,1445,6528,2300,electronics,headphones,21,flipkart assured,False
kota llc harum pro jeans 6,kota llc,27930.63,3.1,6515,9111,644,fashion,jeans,22,flipkart assured,False
"nath, natarajan and more voluptatum ultra acs 3","nath, natarajan",38444.19,4.6,1435,7997,2400,appliances,acs,29,fashionplus,False
"kothari, sachar and thakkar provident lite kitchenware 2","kothari, sachar",17829.55,4.5,5368,4025,122,home,kitchenware,42,flipkart assured,False
keer group ipsum pro jeans 15,keer group,32483.3,3.9,8374,6971,156,fashion,jeans,65,cloudtail india,False
sibal llc cum lite refrigerators 15,sibal llc,58180.91,4.6,9192,6763,2786,appliances,refrigerators,6,supercomnet,False
"bhattacharyya, venkataraman and dani atque ultra microwaves 9","bhattacharyya, venkataraman",21051.0,4.1,6422,1671,768,appliances,microwaves,29,homecare solutions,False
mitter-khatri id lite decor 10,mitter-khatri id,6967.65,4.4,7924,4217,299,home,decor,0,fashionplus,False
venkatesh-boase similique pro washing machines 11,venkatesh-boase similique,17074.25,4.2,8567,859,140,appliances,washing machines,66,flipkart assured,False
sankar-rastogi necessitatibus pro decor 15,sankar-rastogi necessitatibus,8592.3,4.8,2388,5015,947,home,decor,35,homecare solutions,False
malhotra-varghese ipsa ultra kitchenware 13,malhotra-varghese ipsa,35020.49,4.1,8466,7603,2055,home,kitchenware,46,cloudtail india,False
"lalla, doctor and rana repudiandae lite kitchenware 11","lalla, doctor",44484.47,3.6,1199,7014,1499,home,kitchenware,0,mobilehub,False
parsa-dar fuga pro decor 2,parsa-dar fuga,13317.96,3.8,9164,4449,1527,home,decor,52,homecare solutions,False
kumer group explicabo ultra smartphones 13,kumer group,42694.27,3.2,6401,557,60,electronics,smartphones,38,flipkart assured,False
"sant, dhillon and manne officia ultra t-shirts 13","sant, dhillon",1095.76,4.0,5320,4798,1146,fashion,t-shirts,6,cloudtail india,False
"dubey, chhabra and bhatt aperiam pro lighting 13","dubey, chhabra",32183.04,4.6,8541,6885,1992,home,lighting,52,electroworld,False
"mutti, prabhakar and goda dolor ultra decor 8","mutti, prabhakar",17582.65,4.2,8458,314,109,home,decor,0,mobilehub,False
"pandey, chauhan and baral omnis pro smartphones 15","pandey, chauhan",115749.49,3.9,3093,3868,1771,electronics,smartphones,60,homecare solutions,False
narasimhan-hari maiores pro smartwatches 6,narasimhan-hari maiores,38027.32,3.8,5855,2115,535,electronics,smartwatches,39,fashionplus,False
kamdar and sons iste lite refrigerators 7,kamdar and,57855.2,5.0,5152,9023,114,appliances,refrigerators,19,retailnet,False
seshadri plc facere plus microwaves 4,seshadri plc,25984.24,4.3,6905,9134,3370,appliances,microwaves,18,cloudtail india,False
"grover, shankar and khurana dicta pro microwaves 10","grover, shankar",23472.58,4.2,2071,4725,1045,appliances,microwaves,0,homecare solutions,False
ramanathan plc voluptatum lite shoes 2,ramanathan plc,21969.11,3.5,5747,7096,3383,fashion,shoes,0,supercomnet,False
