Product Name,Categorize Product,Brand Name,Price (?),Discounted Price,Rating (?),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy
Nagar-Venkatesh Quae Lite Lighting 3,Other,Nagar-Venkatesh Quae,21158.56 ,17561.60 ,4.90 ,8126,5758,552,Home,Lighting,17,FashionPlus,TRUE
Mannan-Bhavsar Eos Plus Decor 11,Other,Mannan-Bhavsar Eos,21150.01 ,12690.01 ,4.00 ,3697,5120,1591,Home,Decor,40,SuperComNet,TRUE
Nagar LLC Esse Lite Lighting 9,Other,Nagar LLC,21136.96 ,14373.13 ,4.10 ,8026,7752,1407,Home,Lighting,32,SuperComNet,TRUE
Purohit Group Libero Ultra Dresses 3,Other,Purohit Group,21131.06 ,21131.06 ,3.40 ,2360,4378,1662,Fashion,Dresses,0,FashionPlus,TRUE
"Ranganathan, Chaudhari and Deshpande Incidunt Lite Furniture 1",Other,"Ranganathan, Chaudhari",21114.09 ,7389.93 ,4.80 ,5502,5309,296,Home,Furniture,65,MobileHub,TRUE
Tripathi-Palla Aliquid Ultra Washing Machines 11,Other,Tripathi-Palla Aliquid,21097.77 ,17511.15 ,5.00 ,1475,409,137,Appliances,Washing Machines,17,FashionPlus,FALSE
Ravel PLC Corporis Lite Washing Machines 15,Other,Ravel PLC,21096.46 ,11181.12 ,4.90 ,9675,848,338,Appliances,Washing Machines,47,MobileHub,TRUE
"Cheema, Panchal and Mander Eaque Ultra Furniture 15",Other,"Cheema, Panchal",21094.36 ,12234.73 ,4.00 ,9912,6518,2831,Home,Furniture,42,MobileHub,TRUE
"Banerjee, Mitra and Ramakrishnan Voluptatem Pro ACs 11",Other,"Banerjee, Mitra",21084.65 ,21084.65 ,3.10 ,3205,1266,268,Appliances,ACs,0,MobileHub,FALSE
Dora-Prakash Eos Plus Decor 14,Other,Dora-Prakash Eos,21077.33 ,21077.33 ,4.60 ,9640,6229,1685,Home,Decor,0,ElectroWorld,FALSE
Din and Sons Officiis Ultra Jeans 7,Other,Din and,21056.94 ,21056.94 ,3.50 ,7093,8167,3798,Fashion,Jeans,0,FashionPlus,FALSE
"Ahluwalia, Bala and Contractor Doloribus Ultra ACs 4",Other,"Ahluwalia, Bala",21051.00 ,7367.85 ,3.80 ,4886,7919,316,Appliances,ACs,65,Flipkart Assured,FALSE
Dube PLC Tenetur Plus Smartphones 1,Phone,Dube PLC,21032.00 ,21032.00 ,4.60 ,4717,7702,2318,Electronics,Smartphones,0,SuperComNet,FALSE
Malhotra LLC Facilis Ultra ACs 4,Other,Malhotra LLC,21021.40 ,19549.90 ,3.60 ,530,5536,2327,Appliances,ACs,7,SuperComNet,TRUE
Sami and Sons Enim Plus Washing Machines 2,Other,Sami and,21021.15 ,9459.52 ,4.50 ,725,9473,1698,Appliances,Washing Machines,55,FashionPlus,TRUE
"Mangal, Singh and Bakshi Beatae Plus Kitchenware 12",Other,"Mangal, Singh",21010.32 ,19539.60 ,4.20 ,842,7831,3226,Home,Kitchenware,7,HomeCare Solutions,FALSE
Balan-Dixit Voluptatum Ultra Furniture 2,Other,Balan-Dixit Voluptatum,21005.31 ,12393.13 ,3.80 ,7353,185,69,Home,Furniture,41,HomeCare Solutions,FALSE
"Kibe, Mutti and Sibal Reprehenderit Lite Shoes 12",Other,"Kibe, Mutti",21003.70 ,21003.70 ,3.30 ,2902,9775,2750,Fashion,Shoes,0,RetailNet,FALSE
Sabharwal Inc Adipisci Plus ACs 12,Other,Sabharwal Inc,20998.35 ,9029.29 ,4.50 ,2963,559,57,Appliances,ACs,57,SuperComNet,TRUE
"Virk, Memon and Bhalla Aperiam Pro Decor 3",Other,"Virk, Memon",20973.57 ,15100.97 ,3.60 ,566,7685,1869,Home,Decor,28,Cloudtail India,FALSE
Agrawal-Kara Eius Lite Jeans 1,Other,Agrawal-Kara Eius,20955.94 ,16136.07 ,3.60 ,5716,7693,888,Fashion,Jeans,23,RetailNet,TRUE
Bhargava-Kumar Corporis Ultra Shoes 8,Other,Bhargava-Kumar Corporis,20914.40 ,19241.25 ,4.80 ,4354,4960,1270,Fashion,Shoes,8,MobileHub,TRUE
Padmanabhan Inc Harum Lite Furniture 15,Other,Padmanabhan Inc,20876.89 ,17954.13 ,3.50 ,6309,6791,1713,Home,Furniture,14,Flipkart Assured,FALSE
Bhatt Ltd Fuga Ultra Washing Machines 3,Other,Bhatt Ltd,20861.35 ,16063.24 ,4.20 ,9207,8440,1263,Appliances,Washing Machines,23,FashionPlus,TRUE
Memon LLC Illo Ultra Jeans 14,Other,Memon LLC,20835.71 ,12293.07 ,3.00 ,6935,626,81,Fashion,Jeans,41,SuperComNet,TRUE
Seshadri-Mani Quam Plus Decor 15,Other,Seshadri-Mani Quam,20828.54 ,7289.99 ,4.20 ,9192,3949,1902,Home,Decor,65,Cloudtail India,TRUE
"Hari, Shetty and Bhagat Rerum Ultra Furniture 13",Other,"Hari, Shetty",20800.62 ,7696.23 ,3.70 ,954,3346,334,Home,Furniture,63,RetailNet,FALSE
"Karpe, Wali and Golla Animi Pro Microwaves 5",Other,"Karpe, Wali",20790.47 ,15384.95 ,4.50 ,7131,5010,785,Appliances,Microwaves,26,Flipkart Assured,FALSE
Dayal-Shanker Eaque Pro Headphones 13,Phone,Dayal-Shanker Eaque,20767.25 ,8306.90 ,4.90 ,7201,346,28,Electronics,Headphones,60,FashionPlus,FALSE
Chaudry-Mitra Id Lite Headphones 13,Phone,Chaudry-Mitra Id,20742.53 ,20742.53 ,4.50 ,2691,3011,199,Electronics,Headphones,0,ElectroWorld,TRUE
"Bali, Sampath and Balan Dolor Lite Smartwatches 6",Smartwatch,"Bali, Sampath",20737.14 ,17004.45 ,4.10 ,4212,4874,761,Electronics,Smartwatches,18,FashionPlus,FALSE
"Pandit, Venkataraman and Gopal Quibusdam Plus Kitchenware 10",Other,"Pandit, Venkataraman",20733.49 ,20733.49 ,4.30 ,6388,7860,305,Home,Kitchenware,0,Cloudtail India,TRUE
Shan-Sarin Inventore Lite Smartwatches 4,Smartwatch,Shan-Sarin Inventore,20707.58 ,20707.58 ,3.90 ,2707,8200,786,Electronics,Smartwatches,0,HomeCare Solutions,TRUE
Brar and Sons Quo Lite Smartwatches 8,Smartwatch,Brar and,20691.46 ,14070.19 ,4.50 ,7782,9329,2397,Electronics,Smartwatches,32,ElectroWorld,FALSE
Cherian and Sons Deserunt Plus Jeans 12,Other,Cherian and,20686.18 ,12618.57 ,4.20 ,4427,5947,2104,Fashion,Jeans,39,MobileHub,FALSE
"Borde, Jayaraman and Bhakta Doloremque Lite Washing Machines 10",Other,"Borde, Jayaraman",20669.42 ,20669.42 ,3.30 ,373,932,191,Appliances,Washing Machines,0,FashionPlus,TRUE
Nagarajan-Bath Distinctio Pro Dresses 5,Other,Nagarajan-Bath Distinctio,20664.98 ,14672.14 ,4.70 ,1698,3193,626,Fashion,Dresses,29,HomeCare Solutions,TRUE
Wadhwa Inc A Ultra Refrigerators 12,Other,Wadhwa Inc,20640.99 ,14655.10 ,4.10 ,9882,4788,736,Appliances,Refrigerators,29,ElectroWorld,FALSE
"Narain, Kohli and Srinivas Nisi Lite Refrigerators 7",Other,"Narain, Kohli",20637.59 ,8461.41 ,3.40 ,1719,9287,3183,Appliances,Refrigerators,59,ElectroWorld,TRUE
"Kant, Dua and Hayre Vero Ultra Dresses 3",Other,"Kant, Dua",20618.83 ,10721.79 ,3.40 ,9036,4482,422,Fashion,Dresses,48,RetailNet,TRUE
Sahota LLC Recusandae Plus Washing Machines 14,Other,Sahota LLC,20603.49 ,20603.49 ,3.30 ,8580,7576,429,Appliances,Washing Machines,0,ElectroWorld,TRUE
Boase-Atwal Aliquid Pro Kitchenware 6,Other,Boase-Atwal Aliquid,20601.76 ,20601.76 ,4.90 ,7317,1526,583,Home,Kitchenware,0,MobileHub,FALSE
Puri PLC Eveniet Ultra Microwaves 12,Other,Puri PLC,20595.84 ,12563.46 ,4.90 ,2503,1800,420,Appliances,Microwaves,39,RetailNet,TRUE
"Sunder, Bhardwaj and Das Temporibus Ultra Smartwatches 15",Smartwatch,"Sunder, Bhardwaj",20592.58 ,6383.70 ,3.60 ,6315,4943,834,Electronics,Smartwatches,69,MobileHub,FALSE
Nori and Sons Consectetur Plus Washing Machines 11,Other,Nori and,20592.19 ,20592.19 ,3.60 ,6178,697,47,Appliances,Washing Machines,0,Flipkart Assured,TRUE
Hegde-Shankar Optio Pro Jeans 7,Other,Hegde-Shankar Optio,20577.30 ,17696.48 ,3.80 ,2703,4225,702,Fashion,Jeans,14,MobileHub,FALSE
"Garde, Taneja and Bail Iste Plus Smartwatches 6",Smartwatch,"Garde, Taneja",20572.27 ,7611.74 ,3.20 ,4488,3032,524,Electronics,Smartwatches,63,ElectroWorld,FALSE
"Bhakta, Swaminathan and Lanka Eveniet Plus Lighting 5",Other,"Bhakta, Swaminathan",20550.06 ,17467.55 ,3.20 ,5164,855,131,Home,Lighting,15,ElectroWorld,FALSE
Mangat Ltd Modi Lite Microwaves 3,Other,Mangat Ltd,20537.54 ,20537.54 ,4.30 ,1626,742,147,Appliances,Microwaves,0,SuperComNet,FALSE
"Singhal, Dayal and Gandhi Velit Plus Lighting 9",Other,"Singhal, Dayal",20505.16 ,18249.59 ,4.40 ,2058,5414,2233,Home,Lighting,11,Flipkart Assured,FALSE
Murty-Balasubramanian In Lite Shoes 2,Other,Murty-Balasubramanian In,20495.05 ,15781.19 ,3.20 ,9956,7926,2365,Fashion,Shoes,23,ElectroWorld,TRUE
Mohan-Suri Mollitia Plus Decor 9,Other,Mohan-Suri Mollitia,20489.31 ,9425.08 ,3.10 ,2949,5450,1938,Home,Decor,54,Flipkart Assured,TRUE
"Sahota, Patla and Cheema Modi Ultra Shoes 7",Other,"Sahota, Patla",20485.78 ,20485.78 ,3.30 ,589,6173,1718,Fashion,Shoes,0,Cloudtail India,TRUE
Shukla Group Aut Plus Kitchenware 5,Other,Shukla Group,20484.06 ,11266.23 ,4.80 ,2013,4456,14,Home,Kitchenware,45,HomeCare Solutions,TRUE
"Aggarwal, Sant and Dhaliwal Asperiores Lite Dresses 3",Other,"Aggarwal, Sant",20475.45 ,19451.68 ,4.40 ,8034,8295,1050,Fashion,Dresses,5,SuperComNet,TRUE
Subramanian-Kale Quam Ultra Dresses 3,Other,Subramanian-Kale Quam,20470.50 ,20470.50 ,4.00 ,3967,2853,307,Fashion,Dresses,0,Cloudtail India,TRUE
Datta PLC Necessitatibus Pro Headphones 7,Phone,Datta PLC,20456.89 ,13296.98 ,4.50 ,9720,649,40,Electronics,Headphones,35,HomeCare Solutions,TRUE
Malhotra-Varghese Ipsa Ultra Kitchenware 13,Other,Malhotra-Varghese Ipsa,20410.62 ,11021.73 ,4.10 ,8466,7603,2055,Home,Kitchenware,46,Cloudtail India,FALSE
"Palan, Bala and Kunda Labore Plus Kitchenware 6",Other,"Palan, Bala",20401.63 ,8568.68 ,4.70 ,1378,7159,2985,Home,Kitchenware,58,FashionPlus,FALSE
Barman-Rajagopalan Minima Ultra Jeans 5,Other,Barman-Rajagopalan Minima,20380.56 ,10394.09 ,3.70 ,1310,9151,962,Fashion,Jeans,49,MobileHub,TRUE
"Toor, Rastogi and Edwin Voluptatibus Pro ACs 3",Other,"Toor, Rastogi",20372.77 ,12834.85 ,3.00 ,1947,1720,396,Appliances,ACs,37,Flipkart Assured,FALSE
Sankaran Ltd Porro Pro Kitchenware 7,Other,Sankaran Ltd,20357.87 ,20357.87 ,3.70 ,2683,6688,473,Home,Kitchenware,0,FashionPlus,FALSE
"Mander, Prashad and Wason Fuga Ultra Smartwatches 3",Smartwatch,"Mander, Prashad",20342.57 ,20342.57 ,3.80 ,9532,5973,1844,Electronics,Smartwatches,0,Flipkart Assured,FALSE
"Rajagopalan, Gill and Ravi Necessitatibus Lite Dresses 12",Other,"Rajagopalan, Gill",20308.00 ,16043.32 ,4.40 ,5979,1363,234,Fashion,Dresses,21,FashionPlus,FALSE
Grover-Suresh Dicta Ultra Headphones 10,Phone,Grover-Suresh Dicta,20293.14 ,9943.64 ,4.00 ,1551,8993,3462,Electronics,Headphones,51,RetailNet,TRUE
"Sinha, Bhatia and Kumer Molestiae Lite Washing Machines 13",Other,"Sinha, Bhatia",20285.66 ,6897.12 ,4.60 ,2865,6676,3156,Appliances,Washing Machines,66,FashionPlus,TRUE
More-Korpal Perferendis Pro Kitchenware 2,Other,More-Korpal Perferendis,20280.58 ,14804.82 ,4.70 ,9010,9952,1364,Home,Kitchenware,27,SuperComNet,TRUE
Bahri Inc Fuga Lite Washing Machines 10,Other,Bahri Inc,20279.64 ,20279.64 ,3.40 ,6610,1251,52,Appliances,Washing Machines,0,SuperComNet,FALSE
"Samra, Bhattacharyya and Barad Laboriosam Lite Washing Machines 6",Other,"Samra, Bhattacharyya",20272.85 ,20272.85 ,4.10 ,4432,3001,896,Appliances,Washing Machines,0,FashionPlus,FALSE
"Ratta, Chokshi and Iyengar Ut Plus Kitchenware 4",Other,"Ratta, Chokshi",20245.70 ,15994.10 ,4.30 ,9026,8741,169,Home,Kitchenware,21,Flipkart Assured,FALSE
Chaudhuri-Chaudhuri Iusto Pro Furniture 10,Other,Chaudhuri-Chaudhuri Iusto,20227.46 ,18811.54 ,4.70 ,1062,1511,348,Home,Furniture,7,Cloudtail India,TRUE
Shan LLC Eveniet Lite Smartwatches 15,Smartwatch,Shan LLC,20207.68 ,17782.76 ,4.40 ,2555,5630,16,Electronics,Smartwatches,12,SuperComNet,FALSE
"Mangal, Dara and Dey Veniam Pro Microwaves 8",Other,"Mangal, Dara",20202.50 ,12525.55 ,3.70 ,6969,2518,429,Appliances,Microwaves,38,FashionPlus,TRUE
Bala and Sons Nobis Pro ACs 12,Other,Bala and,20193.95 ,14741.58 ,3.50 ,9213,6174,85,Appliances,ACs,27,MobileHub,TRUE
"Grover, Rout and Jain Laborum Ultra ACs 1",Other,"Grover, Rout",20186.52 ,20186.52 ,3.80 ,2803,362,120,Appliances,ACs,0,MobileHub,FALSE
Sharma-Khalsa Ipsa Pro Shoes 4,Other,Sharma-Khalsa Ipsa,20179.68 ,14932.96 ,3.30 ,2221,8048,1546,Fashion,Shoes,26,HomeCare Solutions,FALSE
Dhingra-Ahluwalia Nostrum Pro Decor 8,Other,Dhingra-Ahluwalia Nostrum,20130.18 ,12682.01 ,3.30 ,9881,7869,2729,Home,Decor,37,Flipkart Assured,FALSE
Choudhury PLC Quae Lite Washing Machines 7,Other,Choudhury PLC,20124.42 ,20124.42 ,3.20 ,9077,896,90,Appliances,Washing Machines,0,ElectroWorld,FALSE
Kant Inc Repudiandae Pro Laptops 6,Laptop,Kant Inc,20088.88 ,18481.77 ,3.60 ,7834,1456,59,Electronics,Laptops,8,SuperComNet,FALSE
"Nath, Devan and Kanda Dignissimos Pro Washing Machines 14",Other,"Nath, Devan",20087.63 ,12253.45 ,4.00 ,7796,8532,2454,Appliances,Washing Machines,39,SuperComNet,TRUE
Chaudry Ltd Quidem Lite Washing Machines 10,Other,Chaudry Ltd,20079.08 ,7429.26 ,4.40 ,2158,6635,302,Appliances,Washing Machines,63,Cloudtail India,FALSE
Sami-Sule Unde Plus Laptops 6,Laptop,Sami-Sule Unde,20070.35 ,14852.06 ,3.20 ,1295,5019,2045,Electronics,Laptops,26,Cloudtail India,TRUE
"Badami, Jani and Soman Assumenda Pro Washing Machines 8",Other,"Badami, Jani",20067.71 ,20067.71 ,4.90 ,3254,7130,2928,Appliances,Washing Machines,0,RetailNet,FALSE
"Jani, Bala and Lanka Excepturi Pro ACs 9",Other,"Jani, Bala",20066.06 ,17256.81 ,4.00 ,1264,4199,1776,Appliances,ACs,14,MobileHub,FALSE
Contractor Ltd Omnis Plus Headphones 6,Phone,Contractor Ltd,20059.63 ,18454.86 ,4.90 ,8113,919,98,Electronics,Headphones,8,HomeCare Solutions,FALSE
"Tella, Raju and Das Libero Lite Kitchenware 14",Other,"Tella, Raju",20048.91 ,20048.91 ,4.90 ,2653,9917,3518,Home,Kitchenware,0,SuperComNet,FALSE
Pradhan LLC Eius Lite Kitchenware 14,Other,Pradhan LLC,20039.42 ,16231.93 ,4.80 ,5604,6140,2418,Home,Kitchenware,19,Cloudtail India,TRUE
Sura-Deshmukh Eos Ultra Shoes 5,Other,Sura-Deshmukh Eos,20025.87 ,7409.57 ,3.70 ,6383,6857,1935,Fashion,Shoes,63,SuperComNet,TRUE
Pai-Som Ipsam Lite Smartwatches 4,Smartwatch,Pai-Som Ipsam,20025.80 ,9011.61 ,3.20 ,170,9479,4167,Electronics,Smartwatches,55,RetailNet,FALSE
Sachdeva-Zachariah Praesentium Pro Headphones 3,Phone,Sachdeva-Zachariah Praesentium,20011.61 ,16809.75 ,3.70 ,6749,7824,1479,Electronics,Headphones,16,Cloudtail India,FALSE
"Nagarajan, Chopra and Murthy Velit Pro Dresses 8",Other,"Nagarajan, Chopra",20004.49 ,20004.49 ,4.20 ,2590,9495,4728,Fashion,Dresses,0,RetailNet,TRUE
Bhat-Parmar Qui Plus Shoes 2,Other,Bhat-Parmar Qui,19995.52 ,15396.55 ,4.70 ,4829,8490,3133,Fashion,Shoes,23,ElectroWorld,FALSE
Mutti Ltd Ab Lite ACs 15,Other,Mutti Ltd,19994.58 ,18195.07 ,3.50 ,3739,3844,611,Appliances,ACs,9,Cloudtail India,FALSE
Pillay-Sandhu Fugiat Plus Lighting 7,Other,Pillay-Sandhu Fugiat,19990.39 ,11194.62 ,4.60 ,6455,389,194,Home,Lighting,44,FashionPlus,FALSE
Sha Inc Minus Plus Shoes 6,Other,Sha Inc,19946.98 ,8776.67 ,4.60 ,7151,5338,1959,Fashion,Shoes,56,RetailNet,FALSE
"Gara, Vaidya and Trivedi Ut Pro Furniture 11",Other,"Gara, Vaidya",19927.52 ,8967.38 ,4.80 ,5578,2568,615,Home,Furniture,55,RetailNet,TRUE
"Chanda, Swamy and Toor Dolores Plus Lighting 5",Other,"Chanda, Swamy",19902.20 ,10548.17 ,4.70 ,6665,4749,598,Home,Lighting,47,MobileHub,FALSE
Prabhakar-Jhaveri Eligendi Lite Washing Machines 10,Other,Prabhakar-Jhaveri Eligendi,19888.27 ,10739.67 ,4.30 ,6341,8727,73,Appliances,Washing Machines,46,SuperComNet,TRUE
Anne Inc Aliquam Lite Lighting 4,Other,Anne Inc,19881.29 ,16700.28 ,3.80 ,2328,7335,2717,Home,Lighting,16,Cloudtail India,TRUE
Kapoor LLC Molestias Ultra ACs 6,Other,Kapoor LLC,19878.16 ,19878.16 ,3.70 ,4009,2526,652,Appliances,ACs,0,RetailNet,FALSE
"Sangha, Choudhary and Suresh Assumenda Plus Furniture 10",Other,"Sangha, Choudhary",19876.98 ,13516.35 ,3.60 ,5017,8208,4034,Home,Furniture,32,ElectroWorld,TRUE
Sibal-Savant Placeat Lite Headphones 6,Phone,Sibal-Savant Placeat,19876.63 ,14509.94 ,3.80 ,6662,3149,1182,Electronics,Headphones,27,Cloudtail India,TRUE
"Bhat, Bava and Dave Accusantium Plus Kitchenware 13",Other,"Bhat, Bava",19854.83 ,10125.96 ,3.30 ,2464,4255,1729,Home,Kitchenware,49,Flipkart Assured,TRUE
"Patel, Pau and Venkatesh Numquam Plus Furniture 10",Other,"Patel, Pau",19845.33 ,13097.92 ,3.90 ,3914,2644,1077,Home,Furniture,34,RetailNet,TRUE
"Mammen, Ray and Manda Magni Ultra Jeans 6",Other,"Mammen, Ray",19828.05 ,19828.05 ,3.60 ,8759,1233,147,Fashion,Jeans,0,Cloudtail India,TRUE
Buch-Babu Aliquam Ultra Lighting 3,Other,Buch-Babu Aliquam,19824.30 ,12291.07 ,4.50 ,897,6387,1469,Home,Lighting,38,ElectroWorld,TRUE
Pingle-Sekhon Alias Ultra Furniture 4,Other,Pingle-Sekhon Alias,19772.80 ,19772.80 ,3.30 ,5677,8032,3488,Home,Furniture,0,ElectroWorld,FALSE
Sur and Sons Excepturi Ultra Refrigerators 5,Other,Sur and,19737.36 ,8289.69 ,4.60 ,2895,9080,372,Appliances,Refrigerators,58,Cloudtail India,TRUE
Thaman Inc Tempora Ultra Lighting 6,Other,Thaman Inc,19712.23 ,19712.23 ,4.50 ,1232,9047,946,Home,Lighting,0,HomeCare Solutions,FALSE
Edwin PLC Beatae Lite ACs 13,Other,Edwin PLC,19711.50 ,16754.78 ,3.60 ,3575,1300,214,Appliances,ACs,15,RetailNet,TRUE
Andra-Bakshi Error Ultra Smartwatches 10,Smartwatch,Andra-Bakshi Error,19701.10 ,10047.56 ,3.40 ,4570,3005,206,Electronics,Smartwatches,49,RetailNet,FALSE
Hayer PLC Recusandae Lite Headphones 6,Phone,Hayer PLC,19674.59 ,11214.52 ,4.70 ,8205,3389,1655,Electronics,Headphones,43,FashionPlus,FALSE
Bassi Inc Ab Lite Kitchenware 5,Other,Bassi Inc,19673.45 ,8066.11 ,3.80 ,6927,3952,726,Home,Kitchenware,59,HomeCare Solutions,FALSE
Viswanathan-Sridhar Magnam Pro Shoes 8,Other,Viswanathan-Sridhar Magnam,19645.71 ,19645.71 ,4.50 ,6477,4116,680,Fashion,Shoes,0,ElectroWorld,TRUE
"Kunda, Kale and Panchal Delectus Pro ACs 3",Other,"Kunda, Kale",19639.97 ,10998.38 ,4.30 ,7266,4225,815,Appliances,ACs,44,Flipkart Assured,TRUE
"Goda, Sachar and Bhargava Alias Ultra Kitchenware 11",Other,"Goda, Sachar",19614.45 ,19614.45 ,3.30 ,8213,1206,595,Home,Kitchenware,0,HomeCare Solutions,FALSE
"Gola, Reddy and Wali Quis Pro Refrigerators 12",Other,"Gola, Reddy",19612.79 ,10394.78 ,3.60 ,3326,9316,2080,Appliances,Refrigerators,47,MobileHub,TRUE
Cherian PLC Aspernatur Lite Microwaves 3,Other,Cherian PLC,19575.89 ,10570.98 ,4.10 ,4028,6002,2143,Appliances,Microwaves,46,HomeCare Solutions,TRUE
Seshadri-Mangat Ab Ultra Refrigerators 6,Other,Seshadri-Mangat Ab,19571.65 ,17223.05 ,4.20 ,8850,6857,73,Appliances,Refrigerators,12,ElectroWorld,TRUE
Gole-Lala Veniam Lite Smartwatches 9,Smartwatch,Gole-Lala Veniam,19564.64 ,17803.82 ,4.50 ,4495,2597,20,Electronics,Smartwatches,9,RetailNet,FALSE
Dutta-Nadkarni Consequuntur Ultra Refrigerators 6,Other,Dutta-Nadkarni Consequuntur,19562.75 ,6064.45 ,4.90 ,9660,1785,558,Appliances,Refrigerators,69,SuperComNet,FALSE
"Trivedi, Reddy and Subramaniam Fuga Lite Decor 11",Other,"Trivedi, Reddy",19539.54 ,9769.77 ,4.60 ,8034,9175,3304,Home,Decor,50,MobileHub,TRUE
"Seshadri, Mohan and Golla Assumenda Plus ACs 6",Other,"Seshadri, Mohan",19518.66 ,14248.62 ,3.50 ,7316,9046,2764,Appliances,ACs,27,HomeCare Solutions,FALSE
"Kara, Panchal and Kapadia Qui Lite Shoes 4",Other,"Kara, Panchal",19515.99 ,14246.67 ,4.60 ,635,7238,3601,Fashion,Shoes,27,SuperComNet,TRUE
Sharma-Sandal Labore Pro Kitchenware 10,Other,Sharma-Sandal Labore,19507.44 ,12094.61 ,4.60 ,7974,4966,1489,Home,Kitchenware,38,RetailNet,TRUE
Muni-Saha Enim Lite Decor 9,Other,Muni-Saha Enim,19503.72 ,10141.93 ,4.40 ,8755,837,240,Home,Decor,48,ElectroWorld,TRUE
Master Inc Distinctio Plus Furniture 9,Other,Master Inc,19501.73 ,7995.71 ,4.50 ,5310,912,277,Home,Furniture,59,RetailNet,TRUE
"Ganesh, Parmar and Rout Rerum Lite Kitchenware 13",Other,"Ganesh, Parmar",19498.47 ,17158.65 ,3.70 ,4418,7404,677,Home,Kitchenware,12,MobileHub,FALSE
Dugal-Bobal Distinctio Pro Furniture 6,Other,Dugal-Bobal Distinctio,19492.52 ,19492.52 ,5.00 ,2345,1710,359,Home,Furniture,0,MobileHub,TRUE
Pandit-Gupta Tempore Ultra Lighting 2,Other,Pandit-Gupta Tempore,19480.75 ,15584.60 ,4.10 ,3720,4274,410,Home,Lighting,20,HomeCare Solutions,FALSE
Sawhney-Mani Atque Ultra Kitchenware 8,Other,Sawhney-Mani Atque,19450.17 ,9530.58 ,4.60 ,4444,9833,3974,Home,Kitchenware,51,RetailNet,TRUE
Kant-Mani Impedit Plus Washing Machines 9,Other,Kant-Mani Impedit,19446.58 ,12834.74 ,5.00 ,6312,8671,90,Appliances,Washing Machines,34,FashionPlus,TRUE
"Mistry, Sarkar and Varma Rerum Ultra Dresses 3",Other,"Mistry, Sarkar",19445.28 ,16528.49 ,3.50 ,4173,2930,1273,Fashion,Dresses,15,FashionPlus,TRUE
Bhasin LLC Ducimus Lite Jeans 3,Other,Bhasin LLC,19430.52 ,19430.52 ,3.50 ,5564,5702,658,Fashion,Jeans,0,Flipkart Assured,FALSE
Sheth-Mangat Numquam Pro Decor 3,Other,Sheth-Mangat Numquam,19409.08 ,17274.08 ,4.80 ,6784,7840,3754,Home,Decor,11,ElectroWorld,FALSE
Sahota Inc Earum Pro Headphones 8,Phone,Sahota Inc,19402.17 ,11641.30 ,4.20 ,4127,3544,710,Electronics,Headphones,40,HomeCare Solutions,TRUE
Morar-Mohan Maiores Lite Decor 7,Other,Morar-Mohan Maiores,19386.70 ,10081.08 ,4.30 ,6752,5358,471,Home,Decor,48,Cloudtail India,TRUE
Padmanabhan PLC Rem Plus Microwaves 15,Other,Padmanabhan PLC,19378.00 ,19378.00 ,3.70 ,6785,2766,816,Appliances,Microwaves,0,FashionPlus,TRUE
Shenoy-Dave Corrupti Ultra Washing Machines 8,Other,Shenoy-Dave Corrupti,19362.70 ,19362.70 ,3.70 ,5715,532,69,Appliances,Washing Machines,0,ElectroWorld,TRUE
Vaidya-Patla Assumenda Plus Furniture 12,Other,Vaidya-Patla Assumenda,19362.50 ,19362.50 ,4.60 ,1841,5906,1827,Home,Furniture,0,Cloudtail India,TRUE
Varty LLC Neque Pro Headphones 8,Phone,Varty LLC,19361.77 ,9100.03 ,4.00 ,2494,4036,985,Electronics,Headphones,53,Flipkart Assured,FALSE
Goswami-Chopra Alias Plus Refrigerators 12,Other,Goswami-Chopra Alias,19359.97 ,7743.99 ,4.60 ,4678,8820,1510,Appliances,Refrigerators,60,SuperComNet,TRUE
"Cheema, Khatri and Hans Aperiam Pro Dresses 6",Other,"Cheema, Khatri",19357.75 ,10646.76 ,3.20 ,2964,8374,2983,Fashion,Dresses,45,RetailNet,TRUE
"Jayaraman, Raj and Arya Alias Lite Decor 15",Other,"Jayaraman, Raj",19349.95 ,8513.98 ,4.40 ,5455,4758,43,Home,Decor,56,HomeCare Solutions,TRUE
Varghese-Gaba Maiores Pro Decor 8,Other,Varghese-Gaba Maiores,19348.75 ,16059.46 ,4.20 ,5912,1688,483,Home,Decor,17,RetailNet,TRUE
"Wagle, Sankaran and Mandal Esse Pro Dresses 5",Other,"Wagle, Sankaran",19325.92 ,19325.92 ,4.70 ,1691,1277,193,Fashion,Dresses,0,HomeCare Solutions,FALSE
Goda-Nazareth Ipsam Lite Furniture 3,Other,Goda-Nazareth Ipsam,19316.52 ,19316.52 ,4.00 ,4937,8815,1902,Home,Furniture,0,Cloudtail India,FALSE
Rai-Nagarajan Minima Lite Lighting 9,Other,Rai-Nagarajan Minima,19309.32 ,19309.32 ,3.00 ,3790,5916,910,Home,Lighting,0,RetailNet,TRUE
Lata-Karnik Quaerat Lite ACs 1,Other,Lata-Karnik Quaerat,19309.05 ,17571.24 ,4.30 ,1678,4420,104,Appliances,ACs,9,RetailNet,FALSE
"Narasimhan, Ramesh and Tandon Culpa Plus Kitchenware 12",Other,"Narasimhan, Ramesh",19300.58 ,9650.29 ,4.60 ,1970,7380,1066,Home,Kitchenware,50,FashionPlus,FALSE
